N_id,crime_a,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30,mvar_31,mvar_32,mvar_33,mvar_34,mvar_35,mvar_36,mvar_37,mvar_38,mvar_39,mvar_40
SID_76,Crime 1,2628.193739,0,,2,0,5,0,28.83202942,4,0,0,363.7231504,8,0,0,0,0,0.00310559,,400.00004,0,3,10,815.5620283,30,60.93450043,0,2,3,,0,4185.489456,0,,3,1,0,50.02503756,0,0
SID_78,Crime 1,3359.274132,0,,2,0,2,1,9.899383522,2,0,1,140.3341289,3,0,0,0,0,0.02173913,,76.0000076,0,1,5,,0,0,0,4,5,,,165.0820169,1,,3,0,0,,0,1
SID_84,Crime 1,94.76090639,0,,7,0,4,3,54.20338928,5,0,2,247.2553699,2,1,0,0,400,0.02173913,0.200803213,380.000038,0,2,11,474.9244042,30,32.98841831,0,0,0,9.747887056,0.12314288,44.63817736,0,,5,0,36.06060185,52.1782674,0,18
SID_85,Crime 1,15.5881691,0,,1,0,1,0,83.16027117,3,0,0,106.9212411,6,0,0,5.555555556,0,0.108695652,,160.000016,0,5,7,317.1453742,0,2.031986223,0,0,0,24.89403565,0.131295395,0,0,,1,0,18.30854631,55.51660825,19.77261493,6
SID_86,Crime 1,35.5353399,,,7,0,0,1,48.82235183,1,0,2,28.63961814,1,0,0,0,0,0.043478261,,260.000026,0,2,3,,0,0,,0,5,,,0,0,,1,0,,,0,0
SID_87,Crime 1,273.0061713,,,7,1,5,8,52.96383795,1,0,2,,1,0,,0,,0.065217391,,336.0000336,0,5,3,,0,,,1,0,,,114.0386573,0,,2,0,,,,
SID_94,Crime 1,231.2166116,0,,1,0,0,2,94.68038877,0,0,2,129.8329356,3,0,0,0,0,0.016304348,,144.0000144,0,2,9,990.8015143,0,0,0,3,2,12.73500241,1.178570065,120.6089215,0,,5,0,151.198542,52.8366532,0,0
SID_103,Crime 1,274.8066285,0,2468.855864,0,0,6,12,0.752169321,1,0,0,193.7947494,5,0,0,5.555555556,0,0.016304348,12.03145917,114.0000114,0,5,4,351.1138977,0,16.44403665,0,1,1,10.2834116,0.372641964,1429.048987,0,,2,0,176.6858192,53.96094141,1.520970379,7
SID_106,Crime 1,120.8201556,0,,0,0,6,14,97.69349836,3,0,2,279.7136038,6,0,0,0,480,0.02173913,,120.000012,0,1,8,848.8956262,30,25.36219841,0,0,0,1.556345023,0.098272009,77.68759714,0,4.596050269,2,0,10.96286815,50.50575864,0,9
SID_114,Crime 1,52.11849851,0,,8,0,1,2,27.45947984,2,0,7,186.1575179,0,0,0,0,0,0.028985507,,230.8000231,0,0,13,388.2570497,0,6.760744284,0,0,1,12.51963225,0.081347463,21.26256377,0,,0,0,15.35914523,52.78918378,176.432564,24
SID_118,Crime 1,42.83192969,0,,1,0,4,2,189.0776843,3,0,1,50.59665871,4,0,0,5.555555556,80,0.02173913,36.70236502,99.20000992,0,3,24,317.1453742,0,7.412986775,0,0,0,24.89403565,0.188642809,0,0,,4,0,18.30854631,55.51660825,0,29
SID_120,Crime 1,433.5311467,0,,2,0,3,5,88.25124854,1,0,4,203.3412888,10,0,1,5.555555556,0,0.014945652,7.386548165,325.0000325,0,1,4,320.0025397,0,39.33523947,0,1,1,9.123108426,1.708256024,846.2764513,0,6.779688247,3,0,434.7305889,54.88232349,34.98231872,21
SID_131,Crime 1,112.0547718,,,7,0,3,4,41.12290444,3,0,5,140.3341289,1,0,0,0,0,0,,128.0000128,0,3,5,,0,0,,0,5,,,0,1,,3,0,0,,0,0
SID_138,Crime 1,265.3305379,0,,4,0,6,7,80.26194009,0,0,0,182.3389022,0,0,0,5.555555556,0,0.014492754,30.92213817,160.000016,0,3,2,342.859864,0,15.55347479,0,0,1,19.7822105,1.691276239,321.9759657,1,8.617594255,2,0,235.840788,54.93114672,469.9798471,3
SID_139,Crime 1,,,,2,,2,10,19.96887026,0,,6,,4,1,,,,,,29.93600299,,3,11,,,,,,,,,,0,,2,,,,,
SID_142,Crime 1,9.002286107,0,,2,0,3,4,177.3490892,0,0,1,137.4701671,5,0,,0,,0.054347826,17.40294511,128.0000128,0,0,3,351.4313606,0,,0,0,1,11.79261712,0.148227541,3.565771565,0,,1,0,17.362512,53.22984477,,30
SID_143,Crime 1,,,,0,1,2,2,135.5635014,1,,1,,4,0,,0,,,,6.0000006,,2,12,,0,,,,,,,0,0,,4,,,,,0
SID_145,Crime 1,33.64012177,,,7,0,6,7,128.3395034,1,0,0,-9.546539379,6,0,0,5.555555556,0,,,100.00001,,3,4,,0,0,,0,1,,,0,0,,0,0,39.51084461,,0,18
SID_148,Crime 1,455.8947206,0,,8,0,4,5,95.59477114,4,0,1,106.9212411,7,0,1,16.66666667,0,0.047826087,,178.7500179,0,2,2,326.9867221,0,11.23863985,0,2,1,19.64395787,0.679018962,197.7682562,0,,1,0,508.2430195,54.82557169,118.6356896,7
SID_150,Crime 1,378.569821,0,2466.302016,4,0,1,6,139.6922495,2,0,4,222.4343675,6,0,1,22.22222222,0,0.002717391,,104.0000104,0,3,2,330.1613505,0,69.94046406,,2,2,20.88030627,2.251997588,377.9717858,0,,2,0,226.1021995,54.89567685,86.69531161,0
SID_153,Crime 1,23.6902266,0,,3,0,1,4,76.72230799,2,0,8,237.7088306,3,0,0,0,0,0.02173913,,75.81600758,0,2,8,380.6379416,30,10.31044861,0,0,0,13.61015495,0.206745604,6.603280675,1,,3,0,16.69472308,53.02954432,50.19202251,
SID_155,Crime 1,,,,2,1,1,11,50.0615271,3,,0,114.5584726,2,0,0,0,0,0.007246377,,128.0000128,0,0,18,,0,0,,,,,,308.5382895,1,,1,,,,0,13
SID_159,Crime 1,23.6902266,,,5,0,1,2,62.17331815,1,0,1,62.05250597,4,0,0,0,0,,,200.00002,,0,1,,0,0.627156242,0,0,1,,,0,0,,0,0,,,0,1
SID_163,Crime 1,263.4827002,0,,3,0,6,6,107.4938606,0,0,0,98.32935561,1,0,1,33.33333333,186.6666667,0.022883295,21.94825815,110.000011,0,1,1,317.1453742,0,72.75012402,0,1,0,21.15293695,2.73552026,36.97837178,1,1.025904078,0,1,286.0919045,55.43982641,295.0682536,8
SID_170,Crime 1,,,,2,,1,11,78.31114806,1,,2,,5,0,,,,,,88.0000088,,3,13,,,,,,,,,,0,,2,,,,,10
SID_177,Crime 1,1381.140211,0,,3,0,3,5,25.27309201,2,0,3,294.0334129,3,0,0,0,0,0.025362319,,148.0000148,0,2,2,1269.533885,30,29.76483522,0,1,1,,0,495.2130342,0,,1,1,0,50.02503756,211.4148827,0
SID_178,Crime 1,5123.91173,0,,4,0,1,1,149.1344677,1,0,1,242.4821002,1,0,1,0,0,0.014492754,,400.00004,0,3,12,373.6537592,0,91.31394877,0,2,3,7.224348737,0.567773674,643.918915,0,,3,0,240.5709595,54.57071618,219.0197346,6
SID_182,Crime 1,195.918174,,,1,0,6,0,87.50295694,2,0,1,84.96420048,1,0,,0,,,,160.000016,,3,4,,0,,0,1,1,,,0,0,,1,0,,,,11
SID_190,Crime 1,992.6204944,0,,1,0,1,2,13.18260563,0,0,1,339.8568019,4,0,0,0,213.3333333,0.003623188,0,480.000048,0,2,7,525.7184581,30,171.6652064,0,1,2,6.98393131,0.414116174,1400.687897,1,,1,1,150.1412095,52.16772527,0,4
SID_193,Crime 1,694.929107,0,,6,0,3,1,18.26269363,1,0,0,170.8830549,0,0,0,5.555555556,0,0.016304348,,350.000035,0,2,1,,0,8.642213009,,1,3,,0.361622574,266.7395229,0,,2,0,98.33191892,56.34523213,0,6
SID_194,Crime 1,0.568565438,,,8,0,3,1,104.8810589,2,0,2,180.4295943,0,0,0,0,0,0.010869565,,160.000016,0,1,8,,0,0,,0,11,,,673.4025632,0,,1,0,0.333894462,,0,3
SID_195,Crime 1,47.38045319,,,3,0,1,2,10.39520779,2,0,1,,7,0,,0,,,,64.0000064,,2,7,,30,,,0,1,,,0,0,,1,0,,,,
SID_197,Crime 1,464.3758218,0,2520.439763,4,0,2,1,43.4834499,3,0,2,161.3365155,5,0,1,22.22222222,280,0.007246377,,195.0000195,0,4,11,331.4312018,0,83.93859137,0,1,4,19.64250034,0.852490308,183.7032684,1,0,0,0,139.6791831,54.80721082,200.76809,0
SID_198,Crime 1,,,,1,,1,5,58.77012946,1,,2,,1,0,,,,,,62.9920063,,3,2,,,,,,,,,,0,,1,,,,,10
SID_205,Crime 1,1030.524857,0,,3,0,3,8,46.59578959,0,0,2,202.3866348,4,0,0,0,1333.333333,0.02006689,10.93261937,208.0000208,0,2,1,516.5120358,30,67.75796034,0,1,0,8.484265516,2.584648776,458.8949905,1,20.22740874,1,1,446.9177368,53.46019029,762.0061599,15
SID_207,Crime 1,397.9958068,0,,5,0,2,5,5.380029194,1,0,1,,1,0,0,0,0,0,,200.00002,0,1,17,,0,0,,0,4,,,0,0,,0,0,0,,0,
SID_208,Crime 1,,,,3,,1,6,6.849952505,1,,3,,4,0,,,,,,64.0000064,,1,10,,,,,,,,,,1,,3,,,,,
SID_216,Crime 1,405.1028748,0,,5,0,2,7,4.178349044,1,0,3,236.7541766,11,1,0,11.11111111,133.3333333,0.014492754,0,240.000024,0,1,8,352.0662862,0,76.29982835,0,2,0,11.42478208,0.63595316,406.7290732,0,6.734490325,0,1,124.1530906,54.03104657,19.77261493,11
SID_217,Crime 1,945.6190849,0,,2,0,5,3,173.8149555,2,0,2,210.0238664,6,0,0,0,120,0.010869565,17.63721553,800.00008,0,0,5,392.3840665,0,37.10256325,0,3,3,9.582656344,0.088366419,1627.114391,0,,0,0,51.75364154,52.66399599,247.9181718,2
SID_226,Crime 1,14.21413596,0,,4,0,2,6,46.09513217,1,0,2,110.7398568,3,0,0,5.555555556,0,0.108695652,,120.000012,0,1,4,322.2247796,0,2.245219345,0,0,0,21.48615222,0.141671323,0.528262454,0,,1,0,15.80433785,54.76548156,36.5032891,0
SID_241,Crime 1,274.8066285,0,,0,1,2,11,42.25614042,1,0,3,194.7494033,7,0,1,5.555555556,0,0.026570048,,960.000096,0,2,12,353.3361376,0,62.8912279,0,1,2,12.49691303,0.279351904,133.3202368,1,31.37442649,1,0,194.7717692,54.61392088,345.2602761,8
SID_242,Crime 1,,0,,1,0,1,2,295.3212092,3,0,2,55.3699284,1,0,,5.555555556,,0.086956522,38.24823102,164.0000164,0,0,12,317.1453742,0,,0,0,0,25.94344738,0.156499666,0,0,,1,0,22.25963077,55.74790758,,19
SID_244,Crime 1,94.76090639,0,2377.613228,1,0,9,6,115.4987829,1,0,5,198.5680191,4,0,0,0,0,0.017391304,1.051826353,84.19200842,0,2,3,415.5588536,0,23.64379031,0,0,0,5.090446362,0.315552381,305.1045836,0,20.16091495,2,0,27.32369677,52.13375619,112.5518081,7
SID_248,Crime 1,28.42827192,0,,7,0,1,2,110.0925268,4,0,5,114.5584726,1,0,0,0,0,0.012681159,,92.0000092,0,2,11,,0,3.775480574,0,0,1,,0,19.80984203,1,,0,0,0,50.02503756,0,10
SID_254,Crime 1,153.9864729,0,,1,0,3,2,28.16813605,3,0,3,230.0715991,0,0,0,0,0,0.013833992,,160.000016,0,2,1,429.5272185,30,52.2295718,0,0,0,12.35185953,0.706361242,77.09330188,1,,0,0,98.49886615,53.25988984,155.1389787,8
SID_258,Crime 1,47.38045319,0,,0,0,9,2,73.76252586,0,0,2,199.522673,6,0,0,5.555555556,0,0.014492754,28.2933536,84.48000845,0,1,5,317.462837,30,1.417373106,0,0,0,22.67512488,1.002814858,261.2918163,0,,1,0,87.0351563,55.02754131,387.8474467,1
SID_270,Crime 1,516.4469398,0,,7,0,2,2,230.6918522,1,0,2,217.6610979,10,0,0,5.555555556,613.3333333,0.019565217,8.640623099,234.0000234,0,2,11,394.9237692,0,18.06209976,0,1,0,17.56210398,1.305292888,405.078253,1,9.452346975,0,0,249.3635137,54.27924495,209.8939123,9
SID_272,Crime 1,23.6902266,0,,0,0,1,9,145.0790807,1,0,3,197.6133652,6,0,0,5.555555556,0,0.032608696,21.28514056,48.0000048,0,0,1,318.4152255,30,81.49268203,0,0,0,15.23685131,3.045661338,0.132065614,0,,2,0,186.8696003,54.99248873,24.33552607,10
SID_281,Crime 1,258.2234699,0,,3,0,4,1,68.00114252,2,0,4,226.2529833,4,0,0,0,200,0.02173913,,152.0000152,0,0,0,358.0980801,0,36.09911326,0,1,2,7.889571132,0.282261819,400.0267433,0,,2,0,37.78572323,51.80270406,100.384045,5
SID_283,Crime 1,270.6371486,2,,1,0,2,6,142.893346,1,0,5,161.3365155,3,0,1,11.11111111,266.6666667,0.005928854,,232.0000232,0,3,0,317.1453742,0,128.0778477,,0,5,21.1213647,2.925272192,731.2803183,1,,0,0,574.7993155,56.05146851,1140.727784,14
SID_287,Crime 1,9.476090639,,,4,0,1,5,206.0001027,1,0,5,31.50357995,9,0,,0,,,,11.20000112,,0,4,,0,,0,0,0,,,0,0,,3,0,,,,9
SID_296,Crime 1,1388.247279,0,,8,0,2,4,16.33218575,2,0,8,254.8926014,2,0,0,0,0,0.036231884,0.984109922,240.000024,0,0,4,476.8291812,0,0,0,2,0,4.808925557,0.225476894,909.1396833,0,0.973468981,1,2,44.01841984,51.88407611,0,9
SID_297,Crime 1,104.7108016,0,,2,0,2,7,100.818582,2,0,4,130.7875895,0,0,0,11.11111111,85.33333333,0.00621118,,388.0000388,0,3,1,318.4152255,0,57.81126235,,1,3,17.03796752,0.150678463,430.864064,0,35.33213645,1,0,58.32023261,54.95242864,0,5
SID_298,Crime 1,285.41985,0,,3,0,8,1,118.1674125,3,0,4,112.6491647,5,0,0,0,0,0.02173913,,200.00002,0,1,2,,0,0,,1,2,,0,330.1640338,0,,2,0,1.947717692,50.02503756,16.73067417,0
SID_301,Crime 1,37.71484074,0,,5,0,7,3,25.06656029,1,0,4,123.150358,5,0,0,5.555555556,0,0.043478261,,120.000012,0,3,4,317.1453742,0,13.15773795,0,0,0,24.09128978,0.397078777,0,0,,1,0,44.29666523,55.33967618,141.4502453,1
SID_307,Crime 1,50.12851948,,,4,0,2,4,38.38853872,0,,4,,6,0,,0,,,,120.000012,,3,7,,1,,,0,,,,0,0,,4,,0,,,23
SID_310,Crime 1,59.69937102,,,1,0,3,2,91.28149966,0,0,0,104.0572792,6,0,0,5.555555556,0,0.015217391,,10.000001,0,0,11,,0,4.452809315,,1,1,,,44.60516096,1,,7,0,0,,66.92269668,9
SID_311,Crime 1,35.5353399,0,,2,0,8,0,23.11927471,0,0,1,110.7398568,7,0,0,5.555555556,0,0,,80.000008,0,2,10,328.2565735,0,2.333021219,,0,2,21.6376137,0.47556336,1.155574118,0,,1,0,39.78909,54.79886496,7.604851896,10
SID_313,Crime 1,182.1304621,1,,3,0,5,5,23.46331903,0,0,1,167.0644391,8,0,1,11.11111111,0,0.016304348,,144.0000144,0,2,7,317.1453742,0,23.10443594,0,1,1,22.71759995,0.998552922,0,0,,3,0,128.1041751,55.19529294,0,14
SID_315,Crime 1,314.6062092,0,,4,0,5,1,79.57565099,2,0,3,229.1169451,1,0,0,11.11111111,0,0.009881423,0,168.0000168,0,1,8,347.6218065,1,77.46633896,0,1,2,20.32855372,1.393689717,426.8030464,1,,4,0,202.1174474,54.55182774,0,6
SID_318,Crime 1,246.4257371,0,,6,0,1,6,125.3617778,2,0,1,246.300716,1,0,0,0,0,0.065217391,,148.0000148,0,1,9,614.2905896,30,22.87865969,0,0,0,16.25384634,1.003629028,30.90335356,0,,2,0,131.5544178,53.61223654,25.85649645,0
SID_324,Crime 1,388.8987598,1,,3,0,3,4,50.79839699,0,0,0,180.4295943,0,0,2,22.22222222,0,0.013043478,,115.0000115,0,8,4,317.1453742,29,50.09724058,0,1,0,15.3800717,2.688987356,543.1198355,0,28.930495,5,1,290.5994797,55.2008012,340.6973649,9
SID_332,Crime 1,968.6459851,1,,3,0,4,5,6.61971655,2,0,5,134.6062053,2,0,1,22.22222222,133.3333333,0.011705686,4.563709383,700.00007,0,1,3,317.1453742,0,91.03800002,0,3,1,20.55873018,1.361921423,990.4260684,0,0,3,2,702.6808943,55.2185421,921.7080497,3
SID_343,Crime 1,,,,11,0,9,9,131.0673867,3,,1,290.2147971,2,1,0,0,0,0.02173913,,112.0000112,0,2,1,,30,0,,,,,,27.56869682,0,,4,,,,0,0
SID_347,Crime 1,104.236997,0,,5,1,1,5,104.4201956,0,0,3,104.0572792,0,0,0,5.555555556,0,0.065217391,,160.000016,0,2,14,,0,12.70618545,,1,1,,0.752653843,0.462229647,0,,1,0,104.9541591,54.99565137,16.73067417,0
SID_351,Crime 1,,,,9,,2,11,21.42516211,2,,3,,0,0,,,,,,6.0000006,,2,18,,,,,,,,,,0,,1,,,,,29
SID_365,Crime 1,,,,4,0,3,2,227.7437311,0,,2,,7,0,,0,,0.02173913,,60.000006,0,5,12,,0,,,,,,,0,0,,0,,,,,30
SID_366,Crime 1,535.3043602,0,,5,0,1,11,141.0209343,1,0,2,146.0620525,3,0,0,5.555555556,0,0.032608696,,80.000008,0,1,13,317.1453742,0,8.403893637,0,0,3,22.98183439,1.346875249,0,0,,0,0,112.6893808,55.09514271,68.44366706,10
SID_376,Crime 1,,0,,0,,1,11,147.0886068,0,0,1,297.8520286,1,0,0,0,5466.666667,0.02173913,,80.000008,0,0,7,6104.810356,30,569.9345061,0,,0,2.493251296,1.509165403,0,0,,2,,126.2677555,50.57928356,0,
SID_377,Crime 1,,,,1,1,3,3,118.9582927,2,0,0,81.14558473,1,0,0,0,0,,,120.000012,,3,7,,0,0,,0,2,,,0,0,,3,0,,,0,2
SID_387,Crime 1,87.4643166,0,,1,0,3,7,59.27043194,1,0,2,163.2458234,1,0,0,11.11111111,0,0.013377926,7.111780455,101.5000102,0,2,6,317.1453742,0,5.355914303,0,0,0,23.43105539,1.28098571,52.00083532,1,0,2,0,126.3790537,55.46260567,0,33
SID_390,Crime 1,,,,3,0,4,4,54.12011438,3,,4,204.2959427,5,0,0,0,0,0.02173913,,6.0000006,0,1,4,,30,0,,,,,,0,1,,1,,,,0,2
SID_392,Crime 1,189.5218128,0,,4,0,3,11,0.49186059,3,0,6,289.2601432,4,0,0,0,0,0.02173913,7.604778087,200.00002,0,0,7,1204.454004,30,0,0,0,0,6.822787108,0.491193764,282.6534293,0,5.208856972,0,0,82.19368661,51.53355033,0,7
SID_400,Crime 1,108.9750424,0,,9,0,5,3,53.22668215,2,0,6,231.9809069,1,0,0,5.555555556,0,0.016304348,14.82854495,140.000014,0,2,1,323.4946309,30,5.782380547,0,0,0,14.42804697,0.564024796,33.94086267,0,0,1,0,70.78562584,54.83224837,0,9
SID_405,Crime 1,21.36858439,,,1,1,1,1,78.37604227,1,,6,119.3317422,1,0,0,0,0,0.065217391,,212.0000212,0,3,2,,0,0,,0,,,,40.24699571,0,,4,,0,,0,11
SID_410,Crime 1,,,,4,0,2,5,105.2017756,0,,2,33.41288783,0,0,,0,,,,9.344000934,,1,8,,0,,,,,,,0,0,,2,,,,,2
SID_414,Crime 1,14.21413596,,,1,0,5,7,305.5005215,1,0,3,91.64677804,7,0,0,0,0,0.043478261,,52.80000528,0,2,5,,0,8.579497384,0,0,0,,,0,1,,1,0,,,0,23
SID_416,Crime 1,,,,2,,4,4,114.0263371,2,,5,,7,0,,,,,,0.004,,0,2,,,,,,,,,,1,,2,,,,,
SID_418,Crime 1,,,,5,,5,2,79.53555257,1,,1,,5,0,,,,,,172.0000172,,1,6,,,,,,,,,,1,,3,,,,,
SID_421,Crime 1,144.5103822,0,,1,0,3,0,79.06975949,2,0,4,143.1980907,2,0,0,5.555555556,0,0.039130435,5.020080321,165.2320165,0,1,10,340.6376241,0,8.780187382,0,1,1,12.95887056,0.390067212,36.78027336,0,,1,0,47.69125892,54.29143716,0,27
SID_423,Crime 1,,,,0,0,2,11,93.80847638,3,,4,,6,0,,0,,0,,88.0000088,0,1,2,,1,,,,,,,0,0,,2,,,,,
SID_424,Crime 1,,,,4,0,2,8,40.0597038,1,,1,94.51073986,3,1,0,0,0,0.086956522,,240.000024,0,3,1,,0,0,,,,,,19.97492404,0,,0,,,,0,2
SID_425,Crime 1,,,,7,0,3,3,251.2734492,0,,9,,4,0,,0,,,,120.000012,,0,6,,0,,,,,,,0,0,,1,,,,,7
SID_436,Crime 1,,,,10,1,1,1,20.53568475,0,0,3,112.6491647,7,0,0,0,0,0.02173913,,260.000026,0,2,11,,0,0,,0,1,,,13.83387301,0,,1,0,,,0,2
SID_454,Crime 1,35.5353399,,,6,0,3,9,98.43491124,0,0,1,87.82816229,3,0,0,0,0,0.018115942,,180.000018,0,2,5,,0,0,,1,2,,,115.4253462,1,,0,0,,,0,11
SID_457,Crime 1,1240.94145,0,2357.077365,4,0,2,2,30.37038399,1,0,1,233.8902148,2,0,0,0,0,0.008695652,,145.0000145,0,4,2,,0,7.626219897,,3,8,,0.927577749,729.2663177,0,,5,0,119.6455154,51.58478458,62.35978554,1
SID_463,Crime 1,197.5291094,0,2503.008371,2,0,3,8,12.65800721,1,0,0,232.9355609,3,0,0,0,378.6666667,0.013043478,,192.1000192,0,2,9,2539.385233,0,29.30073961,0,1,0,,0.0567404,1228.771484,0,,1,0,9.182097692,50.60689626,0,
SID_467,Crime 1,3958.352582,0,,2,0,0,5,64.59562632,4,0,3,227.2076372,12,0,1,11.11111111,0,0.002415459,,360.000036,0,3,4,348.574195,0,76.19948335,0,6,5,14.8864407,0.255008381,1395.207174,0,0,2,1,375.7425674,54.41662494,150.5760675,1
SID_468,Crime 1,37.90436256,0,,7,0,6,2,122.3710819,3,0,6,304.5346062,2,0,0,0,0,0.02173913,,100.00001,0,0,14,571.1156438,30,11.52713172,0,0,0,,0,26.4131227,0,,4,0,0,50.02503756,0,
SID_471,Crime 1,54.48752117,0,,1,0,2,1,3.354254009,3,0,3,118.3770883,1,0,0,16.66666667,93.33333333,0.01242236,,96.0000096,0,1,5,320.3200025,0,25.7635784,0,0,0,21.94053668,0.640279258,111.4633778,1,45.11564051,1,0,60.71314292,54.91809142,226.6245865,6
SID_476,Crime 1,,,,6,0,5,14,54.25098984,1,,1,31.50357995,5,0,,0,,,,332.0000332,,1,8,,0,,,,,,,0,0,,6,,,,,12
SID_482,Crime 1,,0,,5,,1,1,37.14685024,3,0,4,252.9832936,3,1,0,0,666.6666667,0.02173913,5.689424364,320.000032,0,2,11,396.1936206,30,23.81939405,0,,0,2.364139615,0.065182111,8.22108444,0,,3,,16.36082862,50.87631447,0,20
SID_485,Crime 1,246.3783566,0,2465.578727,0,0,2,7,18.77330552,0,0,7,220.5250597,2,0,0,0,533.3333333,0,,220.000022,0,1,1,793.3396297,0,57.4349686,,0,1,,0.031004992,479.7943738,0,,2,0,5.620556769,50.27791688,0,0
